1(pat)	1000000	0.0323533
1(mat)	1000000	0.0323533
1(pat)	2000000	0.033473
1(mat)	2000000	0.033473
1(pat)	3000000	0.0275663
1(mat)	3000000	0.0275663
1(pat)	4000000	0.0193224
1(mat)	4000000	0.0193224
1(pat)	5000000	0.012299
1(mat)	5000000	0.012299
1(pat)	6000000	0.020483
1(mat)	6000000	0.020483
1(pat)	7000000	0.017645
1(mat)	7000000	0.017645
1(pat)	8000000	0.01735
1(mat)	8000000	0.01735
1(pat)	9000000	0.016412
1(mat)	9000000	0.016412
1(pat)	10000000	0.018429
1(mat)	10000000	0.018429
1(pat)	11000000	0.018954
1(mat)	11000000	0.018954
1(pat)	12000000	0.017636
1(mat)	12000000	0.017636
1(pat)	13000000	0.0118294
1(mat)	13000000	0.0118294
1(pat)	14000000	0.0130474
1(mat)	14000000	0.0130474
1(pat)	15000000	0.013441
1(mat)	15000000	0.013441
1(pat)	16000000	0.018325
1(mat)	16000000	0.018325
1(pat)	17000000	0.0179863
1(mat)	17000000	0.0179863
1(pat)	18000000	0.015094
1(mat)	18000000	0.015094
1(pat)	19000000	0.014232
1(mat)	19000000	0.014232
1(pat)	20000000	0.014266
1(mat)	20000000	0.014266
1(pat)	21000000	0.013457
1(mat)	21000000	0.013457
1(pat)	22000000	0.018074
1(mat)	22000000	0.018074
1(pat)	23000000	0.014115
1(mat)	23000000	0.014115
1(pat)	24000000	0.016136
1(mat)	24000000	0.016136
1(pat)	25000000	0.01487
1(mat)	25000000	0.01487
1(pat)	26000000	0.015784
1(mat)	26000000	0.015784
1(pat)	27000000	0.017237
1(mat)	27000000	0.017237
1(pat)	28000000	0.015944
1(mat)	28000000	0.015944
1(pat)	29000000	0.016939
1(mat)	29000000	0.016939
1(pat)	30000000	0.0113012
1(mat)	30000000	0.0113012
1(pat)	31000000	0.011417
1(mat)	31000000	0.011417
1(pat)	32000000	0.014924
1(mat)	32000000	0.014924
1(pat)	33000000	0.016628
1(mat)	33000000	0.016628
1(pat)	34000000	0.011058
1(mat)	34000000	0.011058
1(pat)	35000000	0.009944
1(mat)	35000000	0.009944
1(pat)	36000000	0.012047
1(mat)	36000000	0.012047
1(pat)	37000000	0.014402
1(mat)	37000000	0.014402
1(pat)	38000000	0.013412
1(mat)	38000000	0.013412
1(pat)	39000000	0.011579
1(mat)	39000000	0.011579
1(pat)	40000000	0.014404
1(mat)	40000000	0.014404
1(pat)	41000000	0.013114
1(mat)	41000000	0.013114
1(pat)	42000000	0.010392
1(mat)	42000000	0.010392
1(pat)	43000000	0.01101
1(mat)	43000000	0.01101
1(pat)	44000000	0.01427
1(mat)	44000000	0.01427
1(pat)	45000000	0.013638
1(mat)	45000000	0.013638
1(pat)	46000000	0.011754
1(mat)	46000000	0.011754
1(pat)	47000000	0.011668
1(mat)	47000000	0.011668
1(pat)	48000000	0.01162
1(mat)	48000000	0.01162
1(pat)	49000000	0.00704
1(mat)	49000000	0.00704
1(pat)	50000000	0.005247
1(mat)	50000000	0.005247
1(pat)	51000000	0.008591
1(mat)	51000000	0.008591
1(pat)	52000000	0.00978
1(mat)	52000000	0.00978
1(pat)	53000000	0.01229
1(mat)	53000000	0.01229
1(pat)	54000000	0.013793
1(mat)	54000000	0.013793
1(pat)	55000000	0.014221
1(mat)	55000000	0.014221
1(pat)	56000000	0.007104
1(mat)	56000000	0.007104
1(pat)	57000000	0.00707
1(mat)	57000000	0.00707
1(pat)	58000000	0.006995
1(mat)	58000000	0.006995
1(pat)	59000000	0.008286
1(mat)	59000000	0.008286
1(pat)	60000000	0.006905
1(mat)	60000000	0.006905
1(pat)	61000000	0.006036
1(mat)	61000000	0.006036
1(pat)	62000000	0.009561
1(mat)	62000000	0.009561
1(pat)	63000000	0.010206
1(mat)	63000000	0.010206
1(pat)	64000000	0.008906
1(mat)	64000000	0.008906
1(pat)	65000000	0.008769
1(mat)	65000000	0.008769
1(pat)	66000000	0.008021
1(mat)	66000000	0.008021
1(pat)	67000000	0.006358
1(mat)	67000000	0.006358
1(pat)	68000000	0.00838
1(mat)	68000000	0.00838
1(pat)	69000000	0.006701
1(mat)	69000000	0.006701
1(pat)	70000000	0.005496
1(mat)	70000000	0.005496
1(pat)	71000000	0.006803
1(mat)	71000000	0.006803
1(pat)	72000000	0.005855
1(mat)	72000000	0.005855
1(pat)	73000000	0.005085
1(mat)	73000000	0.005085
1(pat)	74000000	0.004901
1(mat)	74000000	0.004901
1(pat)	75000000	0.005503
1(mat)	75000000	0.005503
1(pat)	76000000	0.00664
1(mat)	76000000	0.00664
1(pat)	77000000	0.00642
1(mat)	77000000	0.00642
1(pat)	78000000	0.008258
1(mat)	78000000	0.008258
1(pat)	79000000	0.005804
1(mat)	79000000	0.005804
1(pat)	80000000	0.005795
1(mat)	80000000	0.005795
1(pat)	81000000	0.005321
1(mat)	81000000	0.005321
1(pat)	82000000	0.007238
1(mat)	82000000	0.007238
1(pat)	83000000	0.005751
1(mat)	83000000	0.005751
1(pat)	84000000	0.005677
1(mat)	84000000	0.005677
1(pat)	85000000	0.007574
1(mat)	85000000	0.007574
1(pat)	86000000	0.007582
1(mat)	86000000	0.007582
1(pat)	87000000	0.007676
1(mat)	87000000	0.007676
1(pat)	88000000	0.007494
1(mat)	88000000	0.007494
1(pat)	89000000	0.006859
1(mat)	89000000	0.006859
1(pat)	90000000	0.007748
1(mat)	90000000	0.007748
1(pat)	91000000	0.007559
1(mat)	91000000	0.007559
1(pat)	92000000	0.009316
1(mat)	92000000	0.009316
1(pat)	93000000	0.009139
1(mat)	93000000	0.009139
1(pat)	94000000	0.009099
1(mat)	94000000	0.009099
1(pat)	95000000	0.009025
1(mat)	95000000	0.009025
1(pat)	96000000	0.006373
1(mat)	96000000	0.006373
1(pat)	97000000	0.006491
1(mat)	97000000	0.006491
1(pat)	98000000	0.00547
1(mat)	98000000	0.00547
1(pat)	99000000	0.005707
1(mat)	99000000	0.005707
1(pat)	100000000	0.006696
1(mat)	100000000	0.006696
1(pat)	101000000	0.007219
1(mat)	101000000	0.007219
1(pat)	102000000	0.005902
1(mat)	102000000	0.005902
1(pat)	103000000	0.005329
1(mat)	103000000	0.005329
1(pat)	104000000	0.00558843
1(mat)	104000000	0.00558843
1(pat)	105000000	0.005678
1(mat)	105000000	0.005678
1(pat)	106000000	0.00525
1(mat)	106000000	0.00525
1(pat)	107000000	0.005258
1(mat)	107000000	0.005258
1(pat)	108000000	0.006312
1(mat)	108000000	0.006312
1(pat)	109000000	0.008848
1(mat)	109000000	0.008848
1(pat)	110000000	0.013829
1(mat)	110000000	0.013829
1(pat)	111000000	0.010558
1(mat)	111000000	0.010558
1(pat)	112000000	0.008553
1(mat)	112000000	0.008553
1(pat)	113000000	0.011102
1(mat)	113000000	0.011102
1(pat)	114000000	0.009374
1(mat)	114000000	0.009374
1(pat)	115000000	0.008951
1(mat)	115000000	0.008951
1(pat)	116000000	0.007787
1(mat)	116000000	0.007787
1(pat)	117000000	0.009219
1(mat)	117000000	0.009219
1(pat)	118000000	0.007985
1(mat)	118000000	0.007985
1(pat)	119000000	0.005514
1(mat)	119000000	0.005514
1(pat)	120000000	0.008725
1(mat)	120000000	0.008725
1(pat)	121000000	0.0105827
1(mat)	121000000	0.0105827
1(pat)	143000000	0.00784395
1(mat)	143000000	0.00784395
1(pat)	144000000	0.00938007
1(mat)	144000000	0.00938007
1(pat)	145000000	0.0104259
1(mat)	145000000	0.0104259
1(pat)	146000000	0.0114283
1(mat)	146000000	0.0114283
1(pat)	147000000	0.008976
1(mat)	147000000	0.008976
1(pat)	148000000	0.0114303
1(mat)	148000000	0.0114303
1(pat)	149000000	0.0114596
1(mat)	149000000	0.0114596
1(pat)	150000000	0.0143615
1(mat)	150000000	0.0143615
1(pat)	151000000	0.015856
1(mat)	151000000	0.015856
1(pat)	152000000	0.010373
1(mat)	152000000	0.010373
1(pat)	153000000	0.007114
1(mat)	153000000	0.007114
1(pat)	154000000	0.015831
1(mat)	154000000	0.015831
1(pat)	155000000	0.017104
1(mat)	155000000	0.017104
1(pat)	156000000	0.016754
1(mat)	156000000	0.016754
1(pat)	157000000	0.012615
1(mat)	157000000	0.012615
1(pat)	158000000	0.007288
1(mat)	158000000	0.007288
1(pat)	159000000	0.006394
1(mat)	159000000	0.006394
1(pat)	160000000	0.009764
1(mat)	160000000	0.009764
1(pat)	161000000	0.014539
1(mat)	161000000	0.014539
1(pat)	162000000	0.009314
1(mat)	162000000	0.009314
1(pat)	163000000	0.006785
1(mat)	163000000	0.006785
1(pat)	164000000	0.005637
1(mat)	164000000	0.005637
1(pat)	165000000	0.008341
1(mat)	165000000	0.008341
1(pat)	166000000	0.008097
1(mat)	166000000	0.008097
1(pat)	167000000	0.008593
1(mat)	167000000	0.008593
1(pat)	168000000	0.009869
1(mat)	168000000	0.009869
1(pat)	169000000	0.006572
1(mat)	169000000	0.006572
1(pat)	170000000	0.006234
1(mat)	170000000	0.006234
1(pat)	171000000	0.007053
1(mat)	171000000	0.007053
1(pat)	172000000	0.00693
1(mat)	172000000	0.00693
1(pat)	173000000	0.006145
1(mat)	173000000	0.006145
1(pat)	174000000	0.008341
1(mat)	174000000	0.008341
1(pat)	175000000	0.008253
1(mat)	175000000	0.008253
1(pat)	176000000	0.006948
1(mat)	176000000	0.006948
